a,b,c,d,e,used_symbol,ltp,pe,market_cap,status
ARUNJYOTI BIO VENTURES LTD,ABVL,,Trading,https://halalstock.in/is-arunjyoti-bio-ventures-ltd-halal-and-shariah-compliant/,ABVL.BO,7.95,,1481728896,ok
ARVIND FASHIONS LTD,ARVINDFASN,ARVINDFASN,Trading,https://halalstock.in/is-arvind-fashions-ltd-halal-and-shariah-compliant/,ARVINDFASN.NS,504.05,,67286745088,ok
ARVIND LTD.,ARVIND,ARVIND,Textiles - Cotton/Blended,https://halalstock.in/is-arvind-ltd-halal-and-shariah-compliant/,ARVIND.NS,352.5,22.46654,92562653184,ok
ARVIND SMARTSPACES LTD,ARVSMART,ARVSMART,Construction,https://halalstock.in/is-arvind-smartspaces-ltd-halal-and-shariah-compliant/,ARVSMART.NS,594.1,29.675323,27239174144,ok
ASAHI INDIA GLASS LTD.,ASAHIINDIA,ASAHIINDIA,Glass &amp; Glass Products,https://halalstock.in/is-asahi-india-glass-ltd-halal-and-shariah-compliant/,ASAHIINDIA.NS,1020.7,81.33067,260204199936,ok
Asarfi Hospital Ltd,ASARFI,,Hospital,https://halalstock.in/is-asarfi-hospital-ltd-halal-and-shariah-compliant/,ASARFI.BO,199.6,28.885674,3927589120,ok
Ascensive Educare Ltd,ASCENSIVE,,Education,https://halalstock.in/is-ascensive-educare-ltd-halal-and-shariah-compliant/,ASCENSIVE.BO,20.4,51.0,9353636864,ok
ASHAPURI GOLD ORNAMENT LTD,AGOL,,Diamond Cutting / Jewellery,https://halalstock.in/is-ashapuri-gold-ornament-ltd-halal-and-shariah-compliant/,AGOL.BO,5.86,11.959184,1953223936,ok
ASHIANA HOUSING LTD.,ASHIANA,ASHIANA,Construction,https://halalstock.in/is-ashiana-housing-ltd-halal-and-shariah-compliant/,ASHIANA.NS,300.65,40.960487,30222796800,ok
ASI INDUSTRIES LTD,ASIIL,,Mining / Minerals / Metals,https://halalstock.in/is-asi-industries-ltd-halal-and-shariah-compliant/,ASIIL.BO,30.24,10.499999,2723865344,ok
ASIAN ENERGY SERVICES LTD,ASIANENE,ASIANENE,Oil Drilling / Allied Services,https://halalstock.in/is-asian-energy-services-ltd-halal-and-shariah-compliant/,ASIANENE.NS,295.35,39.858303,13216047104,ok
ASIAN PAINTS LTD.,ASIANPAINT,ASIANPAINT,Paints / Varnishes,https://halalstock.in/is-asian-paints-ltd-halal-and-shariah-compliant/,ASIANPAINT.NS,2874.4,70.9203,2755513024512,ok
ASIAN PETROPRODUCTS &amp; EXPORTS LTD.,ASINPET,,Chemicals,https://halalstock.in/is-asian-petroproducts-exports-ltd-halal-and-shariah-compliant/,ASINPET.BO,8.38,,205795344,ok
ASK Automotive Ltd,ASKAUTOLTD,ASKAUTOLTD,Auto Components &amp; Equipments,https://halalstock.in/is-ask-automotive-ltd-halal-and-shariah-compliant/,ASKAUTOLTD.NS,497.35,36.355995,98048868352,ok
ASM TECHNOLOGIES LTD.,ASMTEC,,Computers - Software - Medium / Small,https://halalstock.in/is-allcargo-gati-halal-and-shariah-compliant/,ASMTEC.BO,3611.6,95.24262,51407683584,ok
ASPIRA PATHLAB &amp; DIAGNOSTICS LTD,ASPIRA,,Healthcare,https://halalstock.in/is-global-surfaces-ltd-halal-and-shariah-compliant/,ASPIRA.BO,66.43,20.3773,683763968,ok
ASSOCIATED CERAMICS LTD,ASSOCER,,Other Construction Materials,https://halalstock.in/is-associated-ceramics-ltd-halal-and-shariah-compliant/,ASSOCER.BO,216.5,13.869315,442684032,ok
Associated Coaters Ltd,ASSOCIATED,,Other Industrial Products,https://halalstock.in/is-associated-coaters-ltd-halal-and-shariah-compliant/,ASSOCIATED.BO,106.64,13.4987335,144177280,ok
Astal Laboratories Ltd,ASTALLTD,,Pharmaceuticals,https://halalstock.in/is-astal-laboratories-ltd-halal-and-shariah-compliant/,ASTALLTD.BO,90.69,11.552867,976731328,ok
ASTEC LIFESCIENCES LIMITED,ASTEC,ASTEC,Pesticides / Agrochemicals - Indian,https://halalstock.in/is-irb-invit-fund-halal-and-shariah-compliant/,ASTEC.NS,837.9,,18669805568,ok
ASTER DM HEALTHCARE LTD,ASTERDM,ASTERDM,Healthcare,https://halalstock.in/is-jtl-industries-ltd-halal-and-shariah-compliant/,ASTERDM.NS,665.45,102.06289,343983718400,ok
Astonea Labs Ltd,ASTONEALAB,,Pharmaceuticals,https://halalstock.in/is-astonea-labs-ltd-halal-and-shariah-compliant/,ASTONEALAB.BO,150.0,34.013607,1576649984,ok
ASTRA MICROWAVE PRODUCTS LTD.,ASTRAMICRO,ASTRAMICRO,Telecommunications - Equipment,https://halalstock.in/is-netweb-technologies-india-ltd-halal-and-shariah-compliant/,ASTRAMICRO.NS,932.4,54.944023,88526725120,ok
ASTRAL LTD,ASTRAL,ASTRAL,Plastics Products,https://halalstock.in/is-ndl-ventures-halal-and-shariah-compliant/,ASTRAL.NS,1440.8,75.75184,387071180800,ok
ASTRAZENECA PHARMA INDIA LTD.,ASTRAZEN,ASTRAZEN,Pharmaceuticals - Multinational,https://halalstock.in/is-orient-ceratech-halal-and-shariah-compliant/,ASTRAZEN.NS,9024.0,113.63808,225910947840,ok
ATAM VALVES LTD,ATAM,ATAM,Auto Ancillaries,https://halalstock.in/is-prozone-realty-halal-and-shariah-compliant/,ATAM.NS,83.91,16.420744,961860352,ok
ATISHAY LTD,ATISHAY,,Computers - Software - Medium / Small,https://halalstock.in/is-raj-rayon-industries-limited-halal-and-shariah-compliant/,ATISHAY.BO,187.75,26.185495,2061745408,ok
ATLAS CYCLES (HARYANA) LTD.,ATLASCYCLE,,Cycles And Accessories,https://halalstock.in/is-sampann-utpadan-halal-and-shariah-compliant/,ATLASCYCLE.NS,97.95,,643952384,ok
ATUL LTD.,ATUL,ATUL,Dyes And Pigments,https://halalstock.in/is-sonam-clock-halal-and-shariah-compliant/,ATUL.NS,5874.0,31.847755,172940869632,ok
ATV PROJECTS INDIA LTD.,ATVPR,,Engineering - Turnkey Services,https://halalstock.in/is-spectrum-talent-management-ltd-halal-and-shariah-compliant/,ATVPR.BO,36.52,25.186207,1939848320,ok
AURIONPRO SOLUTIONS LTD.,AURIONPRO,AURIONPRO,Computers - Software - Medium / Small,https://halalstock.in/is-tvs-supply-chain-solutions-ltd-halal-and-shariah-compliant/,AURIONPRO.NS,1097.7,29.675585,60610547712,ok
AUROBINDO PHARMA LTD.,AUROPHARMA,AUROPHARMA,Pharmaceuticals - Indian - Bulk Drugs &amp; Formln,https://halalstock.in/is-w-s-industries-india-ltd-halal-and-shariah-compliant/,AUROPHARMA.NS,1226.7,20.833899,712469315584,ok
Aurum PropTech Limited,AURUM,AURUM,Services,https://halalstock.in/is-fedbank-financial-services-ltd-halal-and-shariah-compliant/,AURUM.NS,166.94,,11803933696,ok
AUSOM ENTERPRISE LIMITED,AUSOMENT,AUSOMENT,Finance &amp; Investments,https://halalstock.in/is-tata-technologies-ltd-halal-and-shariah-compliant/,AUSOMENT.NS,111.26,5.4512496,1515756416,ok
Austere Systems Ltd,AUSTERE,,Computers - Software &amp; Consulting,https://halalstock.in/is-austere-systems-ltd-halal-and-shariah-compliant/,AUSTERE.BO,55.5,9.928443,581536512,ok
AUSTIN ENGINEERING CO.LTD.,AUSTENG,,Bearings,https://halalstock.in/is-austin-engineering-co-ltd-halal-and-shariah-compliant/,AUSTENG.BO,141.6,11.264917,492456512,ok
AUTO PINS (INDIA) LTD.,AUTOPINS,,Auto Ancillaries,https://halalstock.in/is-auto-pins-india-ltd-halal-and-shariah-compliant/,AUTOPINS.BO,157.9,367.2093,901145024,ok
AUTOMOBILE CORPORATION OF GOA LTD.,ACGL,,Auto Ancillaries,https://halalstock.in/is-automobile-corporation-of-goa-ltd-halal-and-shariah-compliant/,ACGL.BO,1798.4,18.553596,10949778432,ok
AUTOMOTIVE AXLES LTD.,AUTOAXLES,AUTOAXLES,Auto Ancillaries,https://halalstock.in/is-automotive-axles-ltd-halal-and-shariah-compliant/,AUTOAXLES.NS,1790.8,17.210957,27078193152,ok
AUTOMOTIVE STAMPINGS &amp; ASSEMBLIES LTD.,ASAL,ASAL,Auto Ancillaries,https://halalstock.in/is-automotive-stampings-assemblies-ltd-halal-and-shariah-compliant/,ASAL.NS,503.9,51.788284,8056633856,ok
Avalon Technologies Ltd,AVALON,AVALON,Other Electrical Equipment,https://halalstock.in/is-avalon-technologies-ltd-halal-and-shariah-compliant/,AVALON.NS,968.7,74.05963,64645255168,ok
AVANTEL LTD.,AVANTEL,AVANTEL,Telecommunications - Equipment,https://halalstock.in/is-avantel-ltd-halal-and-shariah-compliant/,AVANTEL.NS,155.54,82.73404,41213358080,ok
AVANTI FEEDS LTD.,AVANTI,AVANTIFEED,Food - Processing - Indian,https://halalstock.in/is-avanti-feeds-ltd-halal-and-shariah-compliant/,AVANTI.NS,34877796000.0,1692193280.0,4751297606875873280,ok
Avax Apparels and Ornaments Ltd,AVAX,,Other Textile Products,https://halalstock.in/is-barflex-polyfilms-limited-halal-and-shariah-compliant/,AVAX.BO,241.1,13.039481,250541248,ok
AVENUE SUPERMARTS LTD,DMART,DMART,Trading,https://halalstock.in/is-avenue-supermarts-ltd-halal-and-shariah-compliant/,DMART.NS,3996.5,95.245476,2600654602240,ok
AVI PRODUCTS INDIA LTD,APIL,,Trading,https://halalstock.in/is-avi-products-india-ltd-halal-and-shariah-compliant/,APIL.BO,35.75,,118218208,ok
AVIVA INDUSTRIES LTD.,AVIVA,,Trading,https://halalstock.in/is-aviva-industries-ltd-halal-and-shariah-compliant/,AVIVA.BO,55.08,786.8572,82564920,ok
AVT NATURAL PRODUCTS LTD.,AVTNPL,AVTNPL,Solvent Extraction,https://halalstock.in/is-avt-natural-products-ltd-halal-and-shariah-compliant/,AVTNPL.NS,68.7,17.047144,10461910016,ok
AWFIS Space Solutions Ltd,AWFIS,AWFIS,Diversified Commercial Services,https://halalstock.in/is-awfis-space-solutions-ltd-halal-and-shariah-compliant/,AWFIS.NS,536.0,73.525375,38328844288,ok
AXISCADES TECHNOLOGIES LTD,AXISCADES,AXISCADES,Computers - Software - Medium / Small,https://halalstock.in/is-axiscades-technologies-ltd-halal-and-shariah-compliant/,AXISCADES.NS,1417.2,68.49686,60255641600,ok
AXITA COTTON LTD,AXITA,AXITA,Textiles - Products,https://halalstock.in/is-axita-cotton-ltd-halal-and-shariah-compliant/,AXITA.NS,9.71,,3380756992,ok
AXTEL INDUSTRIES LTD.,AXTEL,,Trading,https://halalstock.in/is-axtel-industries-ltd-halal-and-shariah-compliant/,AXTEL.BO,497.7,40.16949,8040244224,ok
AYM SYNTEX LTD,AYMSYNTEX,AYMSYNTEX,Textiles - Processing,https://halalstock.in/is-aym-syntex-ltd-halal-and-shariah-compliant/,AYMSYNTEX.NS,168.42,701.75,9891880960,ok
Azad Engineering Ltd,AZAD,AZAD,Heavy Electrical Equipment,https://halalstock.in/is-azad-engineering-ltd-halal-and-shariah-compliant/,AZAD.NS,1680.6,94.36272,108536078336,ok
Aztec Fluids &amp; Machinery Ltd,AZTEC,,Computers Hardware &amp; Equipments,https://halalstock.in/is-aztec-fluids-machinery-ltd-halal-and-shariah-compliant/,AZTEC.BO,99.0,18.435755,1346400000,ok
B&amp;A PACKAGING INDIA LIMITED,BAPACK,,Packaging,https://halalstock.in/is-ba-packaging-india-limited-halal-and-shariah-compliant/,BAPACK.BO,233.0,13.943747,1155796480,ok
B.C. POWER CONTROLS LTD,BCP,BCP,Cables - Power,https://halalstock.in/is-b-c-power-controls-ltd-halal-and-shariah-compliant/,BCP.BO,1.92,27.42857,134016000,ok
B.L.KASHYAP AND SONS LTD.,BLKASHYAP,BLKASHYAP,Construction,https://halalstock.in/is-b-l-kashyap-and-sons-ltd-halal-and-shariah-compliant/,BLKASHYAP.NS,51.3,5130.0,11565071360,ok
B.R.Goyal Infrastructure Ltd,BRGIL,,Civil Construction,https://halalstock.in/is-b-r-goyal-infrastructure-ltd-halal-and-shariah-compliant/,BRGIL.BO,129.1,8.746613,3075769344,ok
B2B SOFTWARE TECHNOLOGIES LTD.,B2BSOFT,,Computers - Software - Medium / Small,https://halalstock.in/is-b2b-software-technologies-ltd-halal-and-shariah-compliant/,B2BSOFT.BO,29.55,13.744185,324618560,ok
BAJAJ AUTO LTD.,BAJAJ-AUTO,BAJAJ-AUTO,Automobiles - Scooters And 3 - Wheelers,https://halalstock.in/is-bajaj-auto-ltd-halal-and-shariah-compliant/,BAJAJ-AUTO.NS,9073.5,30.487888,2533523456000,ok
BAJAJ CONSUMER CARE LTD,BAJAJCON,BAJAJCON,Personal Care - Indian,https://halalstock.in/is-bajaj-consumer-care-ltd-halal-and-shariah-compliant/,BAJAJCON.NS,267.35,26.815447,36641067008,ok
BAJAJ ELECTRICALS LTD.,BAJAJELEC,BAJAJELEC,Domestic Appliances,https://halalstock.in/is-bajaj-electricals-ltd-halal-and-shariah-compliant/,BAJAJELEC.NS,481.35,51.536404,55542226944,ok
BAJAJ HEALTHCARE LTD,BAJAJHCARE,BAJAJHCARE,Pharmaceuticals - Indian - Bulk Drugs &amp; Formln,https://halalstock.in/is-bajaj-healthcare-ltd-halal-and-shariah-compliant/,BAJAJHCARE.NS,432.45,27.028126,13687726080,ok
BAJAJ STEEL INDUSTRIES LTD.,BAJAJST,,Steel - Medium / Small,https://halalstock.in/is-bajaj-steel-industries-ltd-halal-and-shariah-compliant/,BAJAJST.BO,534.95,18.658876,11126960128,ok
Bajel Projects Ltd,BAJEL,BAJEL,Integrated Power Utilities,https://halalstock.in/is-bajel-projects-ltd-halal-and-shariah-compliant/,BAJEL.NS,177.76,161.59999,20559464448,ok
BALAJI AMINES LTD.,BALAMINES,BALAMINES,Chemicals,https://halalstock.in/is-balaji-amines-ltd-halal-and-shariah-compliant/,BALAMINES.NS,1152.8,25.640572,37409681408,ok
BALKRISHNA INDUSTRIES LTD.,BALKRISIND,BALKRISIND,Tyres,https://halalstock.in/is-balkrishna-industries-ltd-halal-and-shariah-compliant/,BALKRISIND.NS,2308.9,32.360195,446350032896,ok
BALMER LAWRIE &amp; CO.LTD.,BALMLAWRIE,BALMLAWRIE,Diversified - Large,https://halalstock.in/is-balmer-lawrie-co-ltd-halal-and-shariah-compliant/,BALMLAWRIE.NS,185.17,11.946451,31664781312,ok
BALMER LAWRIE INVESTMENTS LTD.,BLIL,,Finance &amp; Investments,https://halalstock.in/is-balmer-lawrie-investments-ltd-halal-and-shariah-compliant/,BLIL.BO,73.75,9.553109,16370485248,ok
BALU FORGE INDUSTRIES LTD,BALUFORGE,BALUFORGE,Engineering,https://halalstock.in/is-balu-forge-industries-ltd-halal-and-shariah-compliant/,BALUFORGE.NS,628.8,29.493433,71796064256,ok
BANCO PRODUCTS (INDIA) LTD.,BANCOINDIA,BANCOINDIA,Auto Ancillaries,https://halalstock.in/is-banco-products-india-ltd-halal-and-shariah-compliant/,BANCOINDIA.NS,678.9,43.104763,97189879808,ok
BANSAL ROOFING PRODUCTS LTD,BRPL,,Steel - Medium / Small,https://halalstock.in/is-bansal-roofing-products-ltd-halal-and-shariah-compliant/,BRPL.BO,110.9,19.186852,1462016896,ok
BANSISONS TEA INDUSTRIES LTD,BANSTEA,,Tea &amp; Coffee,https://halalstock.in/is-bansisons-tea-industries-ltd-halal-and-shariah-compliant/,BANSTEA.BO,13.35,,84505504,ok
BARODA EXTRUSION LTD.,BAROEXT,,Mining / Minerals / Metals,https://halalstock.in/is-baroda-extrusion-ltd-halal-and-shariah-compliant/,BAROEXT.BO,7.09,4.889655,1378170624,ok
BARON INFOTECH LTD,BARONINF,,Computers - Software - Medium / Small,https://halalstock.in/is-baron-infotech-ltd-halal-and-shariah-compliant/,BARONINF.BO,1.44,,14688001,ok
BASF INDIA LTD.,BASF,BASF,Chemicals,https://halalstock.in/is-basf-india-ltd-halal-and-shariah-compliant/,BASF.NS,4156.8,47.845303,179929743360,ok
BATA INDIA LTD.,BATAINDIA,BATAINDIA,Leather / Leather Products,https://halalstock.in/is-bata-india-ltd-halal-and-shariah-compliant/,BATAINDIA.NS,999.2,75.18435,128424714240,ok
BAYER CROPSCIENCE LTD.,BAYERCROP,BAYERCROP,Pesticides / Agrochemicals - Multinational,https://halalstock.in/is-bayer-cropscience-ltd-halal-and-shariah-compliant/,BAYERCROP.NS,4658.4,34.36412,209358241792,ok
BCC FUBA INDIA LTD.,BCCFUBA,,Electronics - Components,https://halalstock.in/is-bcc-fuba-india-ltd-halal-and-shariah-compliant/,BCCFUBA.BO,175.05,56.83442,2680024320,ok
BDH INDUSTRIES LTD.,BDH,,Pharmaceuticals - Indian - Formulations,https://halalstock.in/is-bdh-industries-ltd-halal-and-shariah-compliant/,BDH.BO,374.85,22.167356,2158124032,ok
BEARDSELL LTD,BEARDSELL,BEARDSELL,Plastics Products,https://halalstock.in/is-beardsell-ltd-halal-and-shariah-compliant/,BEARDSELL.NS,30.27,12.826272,1193757952,ok
BEEKAY STEEL INDUSTRIES LTD,BEEKAY,,Steel - Medium / Small,https://halalstock.in/is-beekay-steel-industries-ltd-halal-and-shariah-compliant/,BEEKAY.BO,436.55,12.269532,8325903872,ok
BEEYU OVERSEAS LTD.,BEEYU,,Trading,https://halalstock.in/is-beeyu-overseas-ltd-halal-and-shariah-compliant/,BEEYU.BO,3.3,,46666796,ok
Beezaasan Explotech Ltd,BEEZAASAN,,Explosives,https://halalstock.in/is-beezaasan-explotech-ltd-halal-and-shariah-compliant/,BEEZAASAN.BO,232.55,22.621595,3004809472,ok
BELLA CASA FASHION &amp; RETAIL LTD,BELLACASA,,Textiles - Products,https://halalstock.in/is-bella-casa-fashion-retail-ltd-halal-and-shariah-compliant/,BELLACASA.NS,403.05,28.244568,5395831808,ok
Belrise Industries Limited,BELRISE,BELRISE,Components &amp; Equipments,https://halalstock.in/is-belrise-industries-limited-halal-and-shariah-compliant/,BELRISE.NS,167.59,32.796474,149134852096,ok
BEMCO HYDRAULICS LTD.,BEMHY,,Engineering,https://halalstock.in/is-bemco-hydraulics-ltd-halal-and-shariah-compliant/,BEMHY.BO,97.75,,4274998528,ok
BEML LTD.,BEML,BEML,Engineering,https://halalstock.in/is-beml-ltd-halal-and-shariah-compliant/,BEML.NS,1828.0,51.551044,152252284928,ok
BENARES HOTELS LTD.,BENARAS,,Hotels,https://halalstock.in/is-benares-hotels-ltd-halal-and-shariah-compliant/,BENARAS.BO,9351.6,28.089628,12157079552,ok
Benchmark Computer Solutions ltd,BENCHMARK,,IT Enabled Services,https://halalstock.in/is-benchmark-computer-solutions-ltd-halal-and-shariah-compliant/,BENCHMARK.BO,29.9,9.402515,205233600,ok
BENGAL &amp; ASSAM COMPANY LTD.,BENGALASM,,Finance &amp; Investments,https://halalstock.in/is-bengal-assam-company-ltd-halal-and-shariah-compliant/,BENGALASM.BO,7289.95,10.100941,83133857792,ok
BERGER PAINTS INDIA LTD.,BERGEPAINT,BERGEPAINT,Paints / Varnishes,https://halalstock.in/is-berger-paints-india-ltd-halal-and-shariah-compliant/,BERGEPAINT.NS,564.6,60.971916,658264162304,ok
BEST AGROLIFE LTD,BESTAGRO,BESTAGRO,Pesticides / Agrochemicals - Indian,https://halalstock.in/is-best-agrolife-ltd-halal-and-shariah-compliant/,BESTAGRO.NS,401.45,74.06827,9492180992,ok
BETEX INDIA LTD.,BETXIND,,Textiles - Processing,https://halalstock.in/is-betex-india-ltd-halal-and-shariah-compliant/,BETXIND.BO,349.95,41.86005,524925024,ok
BHAGERIA INDUSTRIES LTD,BHAGIL,BHAGERIA,Dyes And Pigments,https://halalstock.in/is-bhageria-industries-ltd-halal-and-shariah-compliant/,BHAGIL.NS,4624096300.0,285879232.0,101060082258673664,ok
BHAGIRADHA CHEMICALS &amp; INDUSTRIES LTD.,BHAGCHEM,BHAGCHEM,Pesticides / Agrochemicals - Indian,https://halalstock.in/is-bhagiradha-chemicals-industries-ltd-halal-and-shariah-compliant/,BHAGCHEM.NS,245.26,263.72043,31802638336,ok
BHAGWATI AUTOCAST LTD.,BGWTATO,,Castings &amp; Forgings,https://halalstock.in/is-bhagwati-autocast-ltd-halal-and-shariah-compliant/,BGWTATO.BO,559.75,15.3608675,1612462848,ok
BHAKTI GEMS AND JEWELLERY LTD,BGJL,,Diamond Cutting / Jewellery,https://halalstock.in/is-bhakti-gems-and-jewellery-ltd-halal-and-shariah-compliant/,BGJL.BO,27.52,67.121956,413887552,ok
BHANSALI ENGINEERING POLYMERS LTD.,BEPL,BEPL,Petrochemicals,https://halalstock.in/is-bhansali-engineering-polymers-ltd-halal-and-shariah-compliant/,BEPL.NS,91.99,13.750373,22892488704,ok
BHARAT AGRI FERT &amp; REALTY LTD.,BHARATAGRI,,Fertilizers,https://halalstock.in/is-bharat-agri-fert-realty-ltd-halal-and-shariah-compliant/,BHARATAGRI.BO,31.89,199.3125,1685549440,ok
BHARAT BIJLEE LTD.,BBL,BBL,Electric Equipment,https://halalstock.in/is-bharat-bijlee-ltd-halal-and-shariah-compliant/,BBL.NS,2887.5,22.172312,32652320768,ok
BHARAT ELECTRONICS LTD.,BEL,BEL,Electronics - Components,https://halalstock.in/is-bharat-electronics-ltd-halal-and-shariah-compliant/,BEL.NS,411.75,52.924164,3009801355264,ok
BHARAT FORGE LTD.,BHARATFORG,BHARATFORG,Castings &amp; Forgings,https://halalstock.in/is-bharat-forge-ltd-halal-and-shariah-compliant/,BHARATFORG.NS,1433.8,63.302433,686727364608,ok
BHARAT HEAVY ELECTRICALS LTD.,BHEL,BHEL,Electric Equipment,https://halalstock.in/is-bharat-heavy-electricals-ltd-halal-and-shariah-compliant/,BHEL.NS,290.85,181.78125,1012758151168,ok
BHARAT PARENTERALS LTD,BPLPHARMA,,Pharmaceuticals - Indian - Formulations,https://halalstock.in/is-bharat-parenterals-ltd-halal-and-shariah-compliant/,BPLPHARMA.BO,1150.95,,7932304384,ok
BHARAT RASAYAN LTD.,BHARATRAS,BHARATRAS,Pesticides / Agrochemicals - Indian,https://halalstock.in/is-bharat-rasayan-ltd-halal-and-shariah-compliant/,BHARATRAS.NS,10402.0,32.467693,43223097344,ok
BHARAT SEATS LTD.,BHARATSE,,Auto Ancillaries,https://halalstock.in/is-bharat-seats-ltd-halal-and-shariah-compliant/,BHARATSE.NS,181.53,29.955446,11409586176,ok
BHARAT WIRE ROPES LTD,BHARATWIRE,BHARATWIRE,Steel - Medium / Small,https://halalstock.in/is-bharat-wire-ropes-ltd-halal-and-shariah-compliant/,BHARATWIRE.NS,178.75,16.69001,12259506176,ok
Bharatrohan Airborne Innovations Ltd,BHARATROHAN,,Other Agricultural Products,https://halalstock.in/is-bharatrohan-airborne-innovations-ltd-halal-and-shariah-compliant/,BHARATROHAN.BO,115.5,25.666666,2301108736,ok
BHARTI AIRTEL LTD.,BHARTIARTL,BHARTIARTL,Telecommunications - Service Provider,https://halalstock.in/is-bharti-airtel-ltd-halal-and-shariah-compliant/,BHARTIARTL.NS,2101.6,32.679214,12801013710848,ok
BHARTI HEXACOM LIMITED,BHARTIHEXA,BHARTIHEXA,Telecom - Cellular &amp; Fixed line services,https://halalstock.in/is-bharti-hexacom-limited-halal-and-shariah-compliant/,BHARTIHEXA.NS,1768.3,57.468315,884150042624,ok
Bhatia Colour Chem Ltd,BCCL,,Specialty Chemicals,https://halalstock.in/is-bhatia-colour-chem-ltd-halal-and-shariah-compliant/,BCCL.BO,364.0,101.960785,5146722304,ok
BHATIA COMMUNICATIONS &amp; RETAIL (INDIA) LTD,BHATIA,,Trading,https://halalstock.in/is-bhatia-communications-retail-india-ltd-halal-and-shariah-compliant/,BHATIA.BO,28.58,29.163265,3719744256,ok
Bhavik Enterprises Ltd.,BHAVIK,,Trading - Chemicals,https://halalstock.in/is-bhavik-enterprises-ltd-halal-and-shariah-compliant/,BHAVIK.BO,140.0,50.17921,2850121472,ok
BHILWARA TECHNICAL TEXTILES LTD.,BTTL,,Textiles - Products,https://halalstock.in/is-bhilwara-technical-textiles-ltd-halal-and-shariah-compliant/,BTTL.BO,40.07,,2339018240,ok
BIGBLOC CONSTRUCTION LTD,BIGBLOC,BIGBLOC,Cement Products,https://halalstock.in/is-bigbloc-construction-ltd-halal-and-shariah-compliant/,BIGBLOC.NS,63.94,,9052352512,ok
Bikaji Foods International Ltd,BIKAJI,BIKAJI,Packaging Foods,https://halalstock.in/is-bikaji-foods-international-ltd-halal-and-shariah-compliant/,BIKAJI.NS,717.15,84.07386,179712557056,ok
BIMETAL BEARINGS LTD.,BIMETAL,,Bearings,https://halalstock.in/is-bimetal-bearings-ltd-halal-and-shariah-compliant/,BIMETAL.BO,624.35,20.832499,2388138752,ok
BINDAL EXPORTS LTD,BINDALEXPO,,Textiles - Products,https://halalstock.in/is-bindal-exports-ltd-halal-and-shariah-compliant/,BINDALEXPO.BO,28.11,,129317248,ok
BIOCON LTD.,BIOCON,BIOCON,Pharmaceuticals - Indian - Bulk Drugs &amp; Formln,https://halalstock.in/is-biocon-ltd-halal-and-shariah-compliant/,BIOCON.NS,398.35,100.087944,531827523584,ok
